statement,n,resumen{m}, (finance: document that summarizes financial activity)
statement,n,declaración{f}, (presentation of opinion or position)
statement,n,declaración{f}, /?ste?t.m?nt/ (declaration or remark)
State of Israel,prop,Estado de Israel{m}, (country (official name))
state of matter,n,estado de la materia{m}, (different phases of matter)
state of mind,n,estadomental{m}, (psychological state)
State of Qatar,prop,Estado de Catar{m}, (Official name of Qatar.)
state of the art,adj,"de vanguardia,de estado actual de la tecnología,al día,la última palabra,el último grito", (at the highest level of development)
state of the art,n," ...de vanguardia,lo último en...", (highest level of development)
State of the Union,prop,el Discurso del Estado de la Unión{m}, (annual address given by the US president)
statesmanship,n,arte de gobernar{m}, (craft or skill or being a statesman)
state visit,n,"visita oficial{f},visita de Estado{f}", (formal visit)
static,adj,estática, (Occupying memory allocated when a program is loaded)
static,adj,estático, /?stæt.?k/ (Unchanging)
static,n,estática{f}, (Interference on a broadcast signal)
static electricity,n,electricidad estática{f}, (an electric charge)
static electricity,n,electricidad estática{f}, (the electric discharge)
statics,n,estática{f}, (branch of mechanics)
station,n,estación{f}, /?ste???n/ (place where a vehicle may stop)
stationary,adj,inamovible, (incapable of being moved)
stationary,adj,estacionario, /?ste???n?ri/ (not moving)
stationary,adj,estacionario, (unchanging)
stationery,n,papelería{f}, /?ste???n?ri/ (writing materials)
station wagon,n,carmelita{f} [Honduras], (body style for cars)
statism,n,estatalismo{m}, (belief in the importance of the power of the state over an individual)
statistic,n,estadística, (single item of a statistical study)
statistical,adj,estadístico, (of or pertaining to statistics)
statistically,adv,estadísticamente, (in a statistical way)
statistical process control,n,control estadístico de proceso{m}, (method)
statistics,n,estadística{f}, (collection of measurements)
statistics,n,estadística{f}, (mathematical science)
statolith,n,estatolito{m}, (amyloplast involved in graviperception)
stator,n,estátor{m}, (stationary part of a motor)
statue,n,estatua{f}, /?stæ.t?u?/ (three-dimensional work of art)
Statue of Liberty,prop,estatua de la Libertad{f}, (large statue in New York harbor)
stature,n,estatura,
status,n,estado{m}, /?stæt.?s/
status bar,n,barra de estado{f}, (an information area typically found at the bottom of windows)
status quo,n,"estado del asunto{m},statu quo", /?stæt?s ?kwo?/ (the state of things)
statute of limitations,n,prescripción legal{f}, (law that sets a time limit after some legal action may not take place)
statutory,adj,reglamentario, /?stæt??t??i/ (relating to a statute)
statutory rape,n,estupro{m}, (intercourse with a minor)
staunch,adj,"fiel,leal"," /st??nt?/ (loyal, trustworthy, reliable, outstanding)"
staunch,v,estancar," (to stop, check, or deter an action)"
staunch,v,estancar, (to stop the flow of (blood))
staurolite,n,estaurolita{f}, (mineral)
stave,n,estrofa{f}, (metrical portion; stanza; staff)
stave,n,duela{f}, /ste?v/ (narrow strip)
stavesacre,n,"abarraz{m},estafisagria{f}", (perennial plant)
Stavropol,prop,Stávropol{m}, (city)
stay,n,estadía{f}, (period of time spent in a place)
stay,v,hospedarse,
stay,v,"quedarse,hospedarse,pasar la noche,permanecer", /ste?/ (To remain in a particular place)
stay,v,mantenerse, (To continue to have a particular quality)
stay,v,"quedar,permanecer", (To postpone)
stay put,v,quedarse en un sitio fijo, (to remain in one fixed place)
stay up,v,quedarse despierto, (remain awake)
stead,n,lugar," /st?d/ (A place, or spot, in general)"
steadfast,adj,firme, (firmly loyal or constant; unswerving)
steadfast,adj,firme, (fixed or unchanging; steady)
steadiness,n,firmeza{f}, /?st?din?s/ (the state of beingsteady)
steadiness,n,estabilidad{f}, (the degree ofstability)
steady,adj,"firme,fijo{m}", (regular and even)
steady,adj,liso{m}, /?st?di/ (smooth and not bumpy or with obstructions)
steak,n,"bistec,bisté", (slice of beef)
steak,n,filete{m}, (slice of meat of other animals)
steal,n,robo{m}, (the act of stealing)
steal,v,"hurtar,robar",
steal,v,robar, /sti?l/ (to illegally take possession of)
stealth,n,"cautela,sigilo",
stealth,n,sigilo{m}, /st?l?/ (attribute or characteristic of acting in secrecy)
stealthy,adj,"sigiloso,furtivo", (characterized by or resembling stealth or secrecy)
steam,n,vapor{m}, /sti?m/ (water vapor)
steam,n,vapor{m},
steamboat,n,barco de vapor{m}, /?stim?bo?t/ (vessel powered by steam)
steamed,adj,al vapor{n}, (having been cooked by exposure to steam)
steam engine,n,máquina de vapor{f}, (any steam-driven heat engine)
steam engine,n,máquina de vapor{f}, (piston engine driven by steam)
steamer,n,barco de vapor{m}, /?stim?/ (steamship or steamboat)
steamer duck,n,pato vapor{m}, (bird of the genusTachyeres)
steaming,adj,humeante, /?sti?m.??/ (giving off steam)
steam locomotive,n,locomotora de vapor{f}, (locomotive powered by steam)
steamroller,n,apisonadora{f}, (steam-powered road roller)
steamship,n,barco de vapor{m}, (vessel propelled by steam)
steamy,adj,humeante, (full of steam)
stearin,n,estearina{f}, (the triglyceride of stearic acid)
steatosis,n,esteatosis{f}, (over-retention of lipids)
steed,n,corcel{m}, /sti?d/ (stallion)
steel,n,acero{m}, /sti?l/ (metal)
steel wool,n,estropajo de acero{m}, (fine strips of steel)
steelworks,n,"acería{f},acerería{f}", (place where steel is manufactured and/or shaped)
steep,adj,"inclinado,escarpado,empinado,acantilado,precipitoso,abrupto", /sti?p/ (near-vertical)
steep,n,sopa, (liquid)
steep,v,imbuir, (to imbue with an abstract quality)
steep,v,macerar{m}, (to soak an item in liquid)
steeple,n,campanario{m}, /?sti?p?l/ (a tower on a church)
steepness,n,empinamiento{m}, (state or quality of being steep)
steer,n,buey{m}, /st??(r)/ (castrated male of cattle)
steer,v,conducir,
steer,v,mantener, (intransitive: to guide the course of)
steer,v,llevar, (to direct a group of animals)
steer,v,manejar, (to direct the conversation)
steering,n,dirección{f}, (related to controlling direction)
steering group,n,grupo director, (A committee that arranges the schedule of business for a legislative assembly or other organization)
steering wheel,n,"volante{m},cabrilla{f} [Colombian Atlantic Coast],guía{f} [Southeastern Mexico],guía{m} [Dominican Republic, Puerto Rico],manubrio{m} [Chile],timón{m} [Colombian standard usage, Cuba, Guatemala, Panama, Peru]", (wheel-shaped control)
steganography,n,esteganografía{f}, /?st?.??n??.???.fi/ (steganography)
stegosaur,n,estegosaurio{m}, /?ste??s??r/ (dinosaur)
stele,n,"estela, lapida{f}"," /sti?l/ ((archaeology) tall, slender stone monument)"
stellar wind,n,viento estelar{m}, (equivalent of solar wind)
St. Elmo's fire,n,fuego de San Telmo, (electrical discharge)
stem,n,raíz{f}, (linguistics: main part of a word)
stem,n,roda, (nautical: forward vertical extension of the keel)
stem,n,tallo, /st?m/ (botany: above-ground stalk of a vascular plant)
stem,n,"vástago{m},tallo{m}",
stem,v,"arrancar,venir de,proceder de", (to be caused)
stem,v,descender, (to descend)
stem cell,n,célula madre{f}, (primal undifferentiated cell)
stemmatics,n,stemmática, (study of multiple surviving versions of the same text)
stench,n,"hedor{m},fetidez{f}"," (a strong foul smell, a stink)"
stencil,n,"estarcido{m},esténcil{m}", /st?n?s?l/ (utensil consisting of a perforated sheet)
stenography,n,"taquigrafía{f},estenografía{f}"," /st??n????fi/ (the practice of transcribing speech, usually using shorthand)"
stenosis,n,estenosis{f}, /st??n??s?s/ (abnormal narrowing or stricture in a blood vessel or other tubular organ)
stentorian,adj,estentóreo{m}, /st?n?t??.ri.?n/ (of a voice suitable for giving speeches to large crowds)
step,n,paso{m}, (footstep)
step,n,paso{m}, (manner of walking)
step,n,"peldaño{m},escalón{m}", (one of a set of rests in a stair or ladder)
step,n,"paso{m},etapa", (proceeding; measure; action; act)
step,n,paso{m}, (space passed over by one movement of the foot in walking or running)
step,n,paso{m}, /st?p/ (pace)
step-,prefix,"-astro{m},-astra{f}", (A prefix used to indicate that the person being identified is not a blood relative)
step,v,caminar,
stepbrother,n,hermanastro{m}, (son of one's stepfather or stepmother)
step by step,adv,"paso a paso,poco a poco", (gradually)
stepchild,n,"hijastro{m},hijastra{f}",
stepchild,n,hijastro{m}, (the child of one's spouse from his or her previous partner)
stepdaughter,n,hijastra{f}, (daughter of one's spouse and not of one's self)
stepfather,n,padrastro{m}," (husband of one's biological mother, other than one's biological father)"
stepfather-in-law,n,suegrastro{m},
stepgrandfather,n,abuelastro{m}, (father of one's stepparent)
stepgrandfather,n,abuelastro{m}, (stepfather of one's parent)
stepgrandmother,n,abuelastra{f}, (mother of one's stepparent)
stepgrandmother,n,abuelastra{f}, (stepmother of one's parent)
stepgrandson,n,nietastro{m}, (son of one's stepchild or stepson of one's child)
Stephanie,prop,Estefanía, /?st?f?ni/ (female given name)
Stephen,prop,Esteban, (male given name)
Stephen,prop,Esteban, /?st?f?n/ (biblical martyr)
step ladder,n,escalerilla{f}, (ladder with steps or treads instead of rungs)
step machine,n,stepper{m}, (exercise machine)
stepmother,n,madrastra{f}," /?st?pm?ð?/ (wife of one's biological father, not one's biological mother)"
stepnephew,n,sobrinastro,
steppe,n,estepa{f},
steppe,n,estepa{f}, /st?p/ (the grasslands of Eastern Europe and Asia)
stepsister,n,hermanastra{f}, (daughter from the previous marriage of a stepparent)
stepson,n,hijastro{m}, /?st?ps?n/ (son of one's spouse and not of oneself)
stepwell,n,pozo escalonado{m}, (type of well)
stereochemistry,n,estereoquímica{f}, (chemistry involving the spatial arrangement of atoms)
stereoisomerism,n,estereoisomería{f}, (form or isomerism)
stereotomy,n,estereotomia{f}, /st??i???t?mi/ (cutting or dissection of solids)
stereotype,n,estereotipo{m}," (a conventional, formulaic, and oversimplified conception, opinion, or image)"
stereotype,n,estereotipo{m}, (a printing plate)
stereotypical,adj,estereotípico, (pertaining to a stereotype)
sterile,adj,estéril, (germless)
sterile,adj,estéril, /?st???l/ (unable to reproduce)
sterilizable,adj,esterilizable, (able to be sterilized)
sterilization,n,esterilización{f}, (instance of a sterilization procedure)
sterilization,n,esterilización{f}, (procedure to permanently prevent an organism from reproducing)
sterilization,n,esterilización{f}, (process of treating something to kill microorganisms)
sterilize,v,esterilizar, (disable ability to procreate)
stern,adj,severo,
stern,adj,severo, /st??(?)n/ (having a hardness and severity of nature or manner)
stern,n,popa{f}, (the rear part or after end of a ship or vessel)
steroid,n,esteroide{m}, /?st?r??d/ (class of organic compounds)
steroidogenesis,n,esteroidogénesis{f}, (the process of steroid production)
steroidogenic,adj,esteroidogénico, (of or relating to the process of steroidogenesis)
stertor,n,esteror, (heavy snoring sound)
stertorous,adj,estertoroso, /?st?.t?.?s/ (Sounding like snoring)
stethoscope,n,estetoscopio{m}, /?st???s?ko?p/ (medical instrument)
stevedore,n,"estibador{m},arrumador{m}", /?sti?.v??d??(?)/ (dockworker involved in loading and unloading cargo)
stevia,n,"stevia{f},estevia{f}", (any species of genus Stevia)
stew,n,"guisado{m},cocido{m},estofado{m}", /stu/ (dish)
steward,n,mozo, (ship's officer in charge of making dining arrangements and provisions)
steward,n,"administrador,gestor,representante,apoderado", /?stju?.?(?)d/ (any administrator of the property or affairs of another)
stewardess,n,"aeromoza{f} [Latin America],azafata{f} [Spain, Argentina, Uruguay]", (female flight attendant)
stewardship,n,administración, (office of a steward)
stibnite,n,"estibina{f},antimonita{f}", (a grey mineral)
stibonium,n,estibonio{m}, (the univalent H4Sb+cation)
stick,n,bastón{m}, (cane or walking stick)
stick,n,palanca de mando{f}, (control column of an aircraft)
stick,n,barra{f}," (cylindrical piece (of chalk, wax etc))"
stick,n,palanca de cambios{f}," (gearstick, stickshift)"
stick,n,palo de hockey{m}, (hockey stick)
stick,n,palo{m}, (long piece of wood)
stick,n,"ramita{f},astilla{f}", /st?k/ (twig or small branch)
stick,v,seguir de cerca,
stick,v,pegarse," (to become attached, to adhere (intransitive))"
stick,v,pegar, (to glue; to adhere (transitive))
stick,v,atascarse, (to jam)
stick,v,poner," (to place, set down quickly)"
stick,v,clavar, (to press into with a sharp point)
stick,v,permanecer, (to remain loyal or firm)
sticker,n,"etiqueta adhesiva,adhesivo{m},calcomanía,pegatina{f},etiqueta{f}", (adhesive label or decal)
stick insect,n,"fásmido{m},insecto palo{m}", (insects of the familyPhasmidae)
stick out,v,sobresalir," (to be prominent, noticeable, or obtrusive)"
stick out,v,sobresalir, (to protrude; to extend beyond)
sticky,adj,bochornoso, (of weather)
sticky,adj,predeterminado, (persistent across multiple incarnations of a widget)
sticky,adj,"peliagudo,escabroso", (potentially difficult to escape from)
sticky,adj,"pegajoso,adherente,adherible", /?st?ki/ (able or likely to stick)
sticky,adj,"pegajoso,popular,exitoso", (that keeps visitors from leaving it)
sticky,n,recadoadherible{m}," (sticky note, such as a Post-It)"
stiff,adj,"rígido{m},severo{m}"," (colloquial: harsh, severe)"
stiff,adj,"rígido{m},inflexible{m} {f}", (figuratively: of policies and rules and their application and enforcement)
stiff,adj,"tieso;rígido{m},serio{m}"," (of a person, formal in behavior, unrelaxed)"
stiff,adj,adolorido{m}," (of muscles, or parts of the body)"
stiff,adj,"rígido{m},duro{m},tieso{m},inflexible{m} {f}"," /st?f/ (of an object, rigid, hard to bend, inflexible)"
stiff,n,tieso{m}," (slang: cadaver, dead person)"
stiffen,v,"atiesarse,endurecerse",
stiffen,v,"atiesarse,entiesarse,endurecerse", (to become stiff)
stiffen,v,"atiesar,entiesar,endurecer", (to make stiff)
stiffness,n,rigidez{f}, (rigidity)
stiffness,n,tiesura,
stiff peaks,n,"punto de nieve{m},picos firmes{m-p}", (firm tips)
stifle,v,"reprimir,sofocar"," /?sta?fl/ (to repress, keep in or hold back)"
stifle,v,sofocar, (to smother or suffocate)
stifling,adj,sofocante, (that stifles)
stigma,n,estigma{m}, (mark of infamy)
stigma,n,estigma{f}, (part of the pistil)
stigma,n,"antojo,marca de nacimiento{f}", (scar or birthmark)
stigmatize,v,estigmatizar, /?st??m?ta?z/ (to characterize as disgraceful or ignominious)
stigmatized,adj,estigmatizado, (marked with stigma)
stilbene,n,estilbeno{m}," (either isomer of 1,2-diphenylethylene)"
still,adj,"quieto{m},quieta{f}", /st?l/ (not moving)
still,adv,"sin embargo,no obstante", (nevertheless)
still,adv,"todavía,aún", (to an even greater degree)
still,adv,"todavía,aún"," (up to a time, as in the preceding time)"
still,n,"alambique{m},alquitara{f}", (a device for distilling liquids)
still,n,alambique,
still,n,instantánea{f}, (photography: a non-moving photograph)
stillbirth,n,"parto muerto{m},mortinato{m}", (birth of a dead fetus)
stillborn,adj,"nacido muerto,mortinato", (dead at birth)
stillborn,adj,"nato muerto{m},nata muerta{f}",
still life,n,bodegón{m}, (work of art)
still waters run deep,proverb,las aguas quietas calan hondo," (a person with a calm appearance has, or may have, considerable inner emotion, character, or intellect)"
stilt,n,cigüeñuela{f}, (bird)
stilt,n,pilote{m}, (pillar)
stilt,n,zanco{m}, (walking pole)
stilted,adj,afectado, (stiff and artificially formal)
stimulant,n,estimulante," (something promoting activity, interest or enthusiasm)"
stimulant,n,estimulante, (substance acting to increase physiological or nervous activity in the body)
stimulate,v,estimular, (to arouse an organism to functional activity)
stimulate,v,estimular, (to encourage into action)
stimulation,n,estimulación{f}, (activity causing excitement or pleasure)
stimulation,n,estimulación{f}, (biology: action or condition that creates a response)
stimulation,n,estimulación{f}, (pushing or goading toward action)
stimulus,n,estímulo{m}, (anything that induces a person to take action)
stimulus,n,estímulo{m}, (in psychology: anything effectively impinging upon any of the sensory apparatuses of a living organism)
stimulus,n,estímulo{m}, /?st?m.j?.l?s/ (in physiology: something external that elicits or influences a physiological or psychological activity or response)
sting,n,picadura{f}, (bite or sting (by an insect))
sting,n,trampa{f}, (police operation)
sting,n,punzada{f}," (sharp, localised pain in epidermis)"
sting,n,picadura{f}, /?sti??/ (bump on skin after having been stung)
sting,v,picar, (of an insect: to bite)
sting,v,picar,
sting,v,pinchar, (to hurt)
stinger,n,aguijón{m}, /?st???/ (pointed portion of an insect)
stinginess,n,tacañería, (lack of generosity)
stingray,n,pastinaca{f}, (fish)
stingy,adj,"mezquino,tacaño,agarrado", /?st?nd?i/ (unwilling to spend or give)
stink,n,hedor,
stink,n,tufo{m}, (strong bad smell)
stink,v,"apestar,oler a podrido",
stink,v,"heder,apestar", /st??k/ (have a strong bad smell)
stinky,adj,"hediondo,fétido"," (having a strong, unpleasant smell)"
stint,n,correlimos{m}, /st?nt/ (wading bird of the genusCalidris)
stipend,n,"estipendio{m},salario{m}", /?sta?.p?nd/ (fixed payment)
stipular,adj,estipular, (of or relating to a stipule)
stipulate,v,estipular, /?st?pju?le?t/ (to require as a condition of a contract or agreement)
stipulate,v,"asentir,conceder", (to acknowledge the truth of)
stipulate,v,estipular," (to specify, promise or guarantee something in an agreement)"
stipule,n,estípula{f}, /?st?pju?l/ (basal appendage)
stir,v,revolver,
stir,v,revolver, /st?/ (to disturb the relative position of the particles of)
stir,v,"remover,agitar", (to agitate the contents of)
stir,v,"revolver,agitar,arrebatar", (to incite to action; to arouse; to instigate; to prompt; to excite)
stir-fry,n,sofrito{m}, (a dish)
stir-fry,v,sofreír, (to fry something quickly in hot oil)
Stirling engine,n,motor Stirling{m}, (type of heat engine)
stirrup,n,estribo{m}, /?st???p/ (footrest)
stir up,v,"despertar,provocar,excitar,fomentar", (to cause (trouble etc))
stitch,n,dolor en el costado{m}, (an intense stabbing pain under the lower edge of the ribcage)
stitch,n,punzada{f}, (local sharp pain)
stitch,n,punto{m}, (single turn of the thread in knitting)
stitch,n,"puntada{f},punto{m}", /st?t???/ (single pass of the needle in sewing)
St John's wort,n,hipérico{m}, (any plant of the genus Hypericum)
stochastic,adj,estocástico, /st??kæst?k/ (random)
stochastic differential equation,n,ecuación diferencial estocástica{f}, (type of differential equation)
stochastics,n,estocástica{f}, (branch of statistics)
stock,adj,"disponible,en almacén", (normally available for purchase)
stock,n,caldo{m}, (broth)
stock,n,"existencias{f-p} ,surtido{m},reserva{f},ganado{m}",
stock,n,ganado{m}, (farm animals)
stock,n,acción{f}, (finance: capital raised by a company)
stock,n,surtido{m}, /st?k/ (store of goods for sale)
stock,n,reserva{f}, (supply of anything ready for use)
stock exchange,n,bolsa de valores{f}, (building and the associated organization)
stockfish,n,pescado seco{m}, /?st?kf??/ (cured fish)
Stockholm,prop,Estocolmo, (capital of Sweden)
Stockholm syndrome,n,síndrome de Estocolmo{m}, (psychological condition)
stocking,n,media{f}," /?st?k??/ (garment (for translations of ""sock"", seesock))"
stock market,n,mercado de valores{m}, (market for the trading of company stock)
stock market crash,n,quiebra financiera{f}, (sudden dramatic decline of stock prices)
stockpile,n,reservas{f-p}, (supply for future use)
stockpile,v,"almacenar,acaparar", (accumulate a stockpile)
stocky,adj,rechoncho, (build)
stodgy,adj,"pesado,aburrido", (dull)
stodgy,adj,"pesado,indigesto", /?st?.d??i/ (thick (food))
stoic,adj,estoico, (not affected by pain or distress)
stoic,adj,estoico, (of or relating to the Stoics)
stoic,n,"estoico{m},estoica{f}", (a person indifferent to pleasure or pain)
stoic,n,estoico{m}, (proponent of a school of thought)
stoical,adj,estoico, (enduring pain)
stoically,adv,estoicamente, (in an manner consistent with the philosophy of stoicism)
stoically,adv,estoicamente, /?sto?.?k.?l.i/ (in a manner that endures pain and hardship without outwardly showing suffering)
stoichiometry,n,estequiometría{f}, /?st??ki??m.?.tri/ (the study of the relationships of reactants and products in chemical reactions)
stoicism,n,estoicismo{m}, /?sto??s?z?m/ (school of philosophy)
stoke,v,atizar," /sto?k/ (to feed, stir up)"
stoker,n,"fogonero,atizador", (person who stokes)
stole,n,estola{f}, /?sto?l/ (ecclesiastical garment)
stolen,adj,"robado{m},robada{f},robados{m-p},robadas{f-p}", /?st??l?n/ (that has been stolen)
stolid,adj,estólido{m}, /?st??l.?d/ (having or revealing little emotion or sensibility)
stoma,n,estoma{m}, (botany: tiny pore in the epidermis of a leaf)
stomach,n,"barriga{f},vientre{m}", (belly)
stomach,n,estómago{m}, /?st?m?k/ (digestive organ)
stomachache,n,dolor de estómago{m}, /?st?m?ke?k/ (pain in the abdomen)
stone,adj,"de piedra,pétreo", (constructed of stone)
stone,n,hueso{m}, (centre of some fruits)
stone,n,"gema{f},piedra preciosa{f}", (gem stone)
stone,n,cálculo{f}," (medical: hard, stone-like deposit)"
stone,n,piedra{f}, (small piece of stone)
stone,n,"piedra{f},roca{f}", /sto?n/ (substance)
stone,v,"lapidar,apedrear", (to kill)
Stone Age,prop,Edad de Piedra{f}, /?sto?n ?e?d?/ (prehistoric period)
stonechat,n,tarabilla{f}, (bird)
stone curlew,n,alcaraván{m}, /st??n?k??lju/ (species of large terrestrial birds)
stoned,adj,colocado, (high on drugs)
stone deaf,adj,"sordo como una tapia,como una tapia", (utterly deaf)
Stonehenge,prop,Stonehenge{m}, /?sto??n.h?nd?/ (ancient group of standing stones in England)
stonemason,n,cantero{m}, (one who works in stone)
stone pine,n,pino piñonero{m}," (a species of pine native of southern Europe,Pinus pinea)"
stoner,n,motero{m}, (a habitual user of cannabis)
stonewall,v,"entorpecer,rehusarse a cooperar", /?sto?nw?l/ (to refuse to cooperate)
stooge,n,"primo{m},marioneta{f},iluso{m}", (dupe)
stooge,n,confidente, (secret informant for police)
stool,n,butaca{f},
stool,n,"excremento{m},heces{f-p}", (excrement)
stool,n,"taburete{m},silla{f}", /stu?l/ (a seat)
stoop,n,"porche{m},zaguán{m}", /stu?p/ (small porch)
stoop,v,agacharse, (to bend the upper part of the body forward and downward)
stoop,v,rebajarse," (to lower oneself; to demean or do something below one's status, standards, or morals)"
stop,n,"parada{f},paradero{m}", (place to get on and off line buses or trams)
stop,v,parar, (cause (something) to cease moving)
stop,v,dejar, (come to an end)
stop,v,"parar,pararse,inmovilizarse,dejarde [+ infinitive]",
stop,v,parar, /st?p/ (cease moving)
stopcock,n,llave de cierre{f}," /?st?pk?k/ (valve, tap or faucet)"
stop-motion,n,"cuadro por cuadro,fotograma a fotograma", (animation technique)
stopover,n,"paraje{m},escala{f}", (interruption in a journey)
stoppage,n,parada{f}, (pause or halt of some activity)
stoppage,n,bloqueo{m}, (something that forms an obstacle to continued activity)
stopwatch,n,cronómetro, (timepiece)
storage,n,"almacén{m},depósito{m},bodega{f}", (place)
storage,n,almacenamiento{m}, (the act or the state)
storage,n,almacenaje{m}, (the price)
store,n,depósito{m}, /st??/ (place where items may be kept)
store,v,almacenar, (computing: write (something) into memory or registers)
store,v,almacenar, (keep (something) while not in use)
store,v,conservar, (remain in good condition while stored)
storehouse,n,almacén{m}, (building for keeping goods of any kind)
storekeeper,n,tendero, (person who runs a shop)
storeroom,n,"almacén{m},bodega{f}", (room used for storage)
storey,n," [Latin America]piso{m}, [Spain]planta{f},nivel{m}", (floor)
stork,n,cigüeña{f}, /st??k/ (large wading bird)
storm,n,"temporal{m},borrasca{f},vendaval{m}", (meteorology: wind scale for very strong wind)
storm,n,"irrumpir,asaltar", (military: violent assault on a stronghold)
storm,n,"tormenta{f},tempestad{f},temporal{m}", /st??m/ (disturbed state of the atmosphere)
storm,n,"temporal de viento{m},viento fuerte{m},ventisca{f},ventisquero{m}",
storm,v,irrumpir, (to assault)
storm cellar,n,sótano para tormentas{m}, (underground structure)
storm drain,n,"cloaca{f},desagüe{m},agualluvias[sistema]", (conduit for rainwater)
storm petrel,n,paíño{m}," (any of several small seabirds, of the family Hydrobatidae)"
stormy,adj,"borrascoso{m},tempestuoso{m}", /?st??mi/ (of or pertaining to storms)
story,n,"cuento{m},historia{f}", /?st???i/ (account of events)
storyteller,n,cuentista{m} {f}, (person who relates stories to an audience)
stove,n,"cocina{f},estufa{f},hornillo{m},calentador{m}", (device for heating food)
stove,n,estufa{f}, /sto?v/ (heater)
stow,v,"estibar,arrumar,abarrotar", (to put something away in a compact and tidy manner)
stow,v,"guardar,almacenar", (to put something away to store it in a space saving manner and over long time)
stowaway,n,polizón{m}," (person who hides on a ship, train, etc.)"
strabismus,n,estrabismo{m}, (defect of vision)
Strabo,prop,Estrabón, (historian and philosopher)
straddle,n,montarse, (posture)
straddle,v,"a horcajadas,ahorcajarse", /?stræd.?l/ (to sit or stand with a leg on each side of something)
straddle,v,desparramar, (to form a disorderly sprawl)
straggler,n,vago{m}, (a roving vagabond)
straggler,n,rezagado, (one who falls behind the rest)
straight,adj,directo, (as it should be)
straight,adj,convencional;convencional, (conventional)
straight,adj,derecho,
straight,adj,franco," (direct, truthful, frank)"
straight,adj,hetero, (heterosexual)
straight,adj,"recto,liso[hair]", /st?e?t/ (not crooked or bent)
straight,adv,derecho, (in a forward direction)
straighten,v,"estirar(hair),desencorvar,destorcer,enderezar", /st?e?tn/ (make straight)
straightforward,adj,"franco,sencillo", (not deviating; honest; frank)
straightforward,adj,fácil," (presenting few difficulties, easy)"
straightforward,adv,"francamente,sencillamente", (In a straightforward manner)
straight razor,n,navaja de afeitar{f}, (razor with a folding blade)
strain,n,trazas{f}," (hereditary character, quality, or disposition)"
strain,n," [rank]clase{f}, [sort]tipo{m}", (rank; a sort)
strain,n," [virus]cepa{f}, [plant]variedad{f}raza(race, breed)variedad(virus, breed)", /st?e??n/ (race; stock; generation; descent; family)
strain,n,"raza{f}variedad,cepa", (variant of living species)
strain,v,"colar,tamizar", (to separate)
strain,v,elongar, (to stretch too far)
strained,adj,pasado por cedazo, /st?e??nd/ (forced through strainer)
strained,adj,tensionado, (tense)
strainer,n,"colador{m},filtro{m}", (utensil)
strait,n,aprieto{m}, (a difficult position)
strait,n,"estrecho{m},paso{m}", /st?e?t/ (narrow channel of water)
straitjacket,n,camisa de fuerza{f}, (a jacket-like garment)
Strait of Gibraltar,prop,Estrecho de Gibraltar{m}, (Strait of Gibraltar)
Strait of Hormuz,prop,estrecho de Ormuz{m}, (A strait connecting the Gulf of Oman to the Persian Gulf.)
Strait of Kerch,prop,estrecho de Kerch{m}, (a strait connecting the Black Sea and the Sea of Azov)
Strait of Magellan,prop,estrecho de Magallanes{m}, (Strait of Magellan)
Strait of Messina,prop,Estrecho de Mesina{m}, (narrow section of water between the eastern tip of Sicily and the southern tip of mainland Italy)
strand,n,"cadena,hebra", (a nucleotide chain)
strand,n,hebra{f}, (short string)
strand,n,playa{f}, /st??ænd/ (beach)
strand,n," pequeñomechón{m},pelo{m}", (strand of hair)
strand,v,abandonar, (to leave someone in a difficult situation)
strand,v,varar, (to run aground)
stranded,adj,trenzado, (a piece of wire made by combining or bundling thinner wires)
stranded,adj,abandonado, (of a person)
stranded,adj,varado, (of a vessel)
strange,adj,extraño, (in quantum mechanics)
strange,adj,desconocido, (not yet part of one’s experience)
strange,adj,"extraño,raro", /stre?nd?/ (not normal)
strange bird,n,bicho raro{m}, (an unusual person)
strangely,adv,extrañamente, (in a strange manner)
strangeness,n,"rareza{f},extrañeza{f},extrañez{f}", ((countable) result of being strange)
strangeness,n,"extrañeza{f},extrañez{f}", (quantum number of subatomic particles)
strangeness,n,"rareza{f},extrañeza{f},extrañez{f}", ((uncountable) quality of being strange)
strange quark,n,quark extraño{m}, (strange quark)
stranger,n,"forastero{m},extranjero{m}", (foreigner)
stranger,n,desconocido{m}, /?st?e?nd??/ (person whom one does not know)
strangle,v,estrangular, /?st?æ?.??l/ (to kill someone by strangulation)
stranglehold,n,dominio{m}, (grip or control so strong as to stifle or cut off)
strangler,n,estrangulador{m}, (someone who strangles)
strangulation,n,estrangulación, (act of strangling)
strangury,n,estranguria{f}," (painful, frequent need to urinate)"
strap,n,tirante{m}, (a shoulder strap)
strap,n,correa{f}," /stræp/ (a long, narrow, pliable strip of leather, cloth, or the like)"
strap-on,n,"pene femenino{m},arnés{m},arnés pene{m},pene artificial{m},consolador con arnés{m}", (artificial phallus)
strappado,n,garrucha{f}, (form of torture)
Strasbourg,prop,Estrasburgo{m}, /?st???sb???/ (city in France)
Strasserism,n,strasserimo{m}, (political philosophy of Otto Strasser)
stratagem,n,estratagema{f}, /?st?æt.?.d??m/ (tactic)
strategic,adj,estratégico, /st???ti?.d??k/ (of or pertaining to strategy)
strategically,adv,estratégicamente, (in a strategic manner)
strategist,n,estratega{m} {f}, (one who devises strategies)
strategy,n,estrategia{f}, (art of using similar techniques in politics or business)
